Title,Date
"Suits: Season 3: I Want You to Want Me","2015-10-28"
"Longmire: Season 4: High Noon","2015-10-24"
"Hell on Wheels: Season 4: Return to Hell","2015-10-23"
"Broadchurch: Season 1: Episode 1","2015-10-22"
"Salamander: Season 1: Episode 1","2015-10-21"
"The Bridge: Season 1: Episode 10","2015-10-21"
"Once Upon a Time: Season 1: Skin Deep","2015-10-21"
"Hell on Wheels: Season 4: Two Trains","2015-10-14"
"Covert Affairs: Season 1: Fool in the Rain","2015-10-12"
"Scream: Season 1: Pilot","2015-10-10"
"Suits: Season 2: War","2015-10-06"
"The Guardian: Season 1: The Divide","2015-10-06"
"Longmire: Season 4: War Eagle","2015-10-06"
"Hell on Wheels: Season 4: Under Color of Law","2015-10-01"
"Suits: Season 2: Normandy","2015-10-01"
"Strange Empire: Season 1: Buckskin Princess","2015-10-01"
"Strange Empire: Season 1: The Hunting Party","2015-09-28"
"Hell on Wheels: Season 4: Elam Ferguson","2015-09-25"
"Longmire: Season 4: Down by the River","2015-09-24"
"Suits: Season 2: He's Back","2015-09-23"
"Suits: Season 2: Zane Vs. Zane","2015-09-16"
"Covert Affairs: Season 1: What Is and What Should Never Be","2015-09-15"
"The Guardian: Season 1: Solidarity","2015-09-15"
"Hell on Wheels: Season 4: Bear Man","2015-09-13"
"Hell on Wheels: Season 4: Life's a Mystery","2015-09-03"
"Suits: Season 2: Blood in the Water","2015-08-29"
"Hell on Wheels: Season 4: Reckoning","2015-08-29"
"The Guardian: Season 1: In Loco Parentis","2015-08-29"
"House of Cards: Season 3: Chapter 37","2015-08-14"
"Hell on Wheels: Season 4: Chicken Hill","2015-08-14"
"Suits: Season 2: Blind-Sided","2015-08-14"
"The Guardian: Season 1: Family","2015-08-13"
"Suits: Season 2: High Noon","2015-08-08"
"City of God","2015-08-07"
"Wet Hot American Summer: First Day of Camp: Season 1: Campers Arrive","2015-08-07"
"Longmire: Season 3: Ashes to Ashes","2015-08-01"
"House of Cards: Season 3: Chapter 36","2015-07-30"
"House of Cards: Season 3: Chapter 35","2015-07-27"
"House of Cards: Season 3: Chapter 34","2015-07-26"
"Longmire: Season 3: Counting Coup","2015-07-25"
"House of Cards: Season 3: Chapter 33","2015-07-25"
"House of Cards: Season 3: Chapter 32","2015-07-25"
"Hell on Wheels: Season 4: Escape from the Garden","2015-07-25"
"House of Cards: Season 3: Chapter 31","2015-07-24"
"House of Cards: Season 3: Chapter 30","2015-07-24"
"The Guardian: Season 1: Privilege","2015-07-24"
"House of Cards: Season 3: Chapter 29","2015-07-22"
"Suits: Season 2: Asterisk","2015-07-17"
"House of Cards: Season 3: Chapter 28","2015-07-12"
"Pulp Fiction","2015-07-11"
"Longmire: Season 3: Harvest","2015-07-10"
"Hell on Wheels: Season 4: The Elusive Eden","2015-07-10"
"Hell on Wheels: Season 1: Revelations","2015-07-10"
"House of Cards: Season 3: Chapter 27","2015-07-08"
"Longmire: Season 3: Population 25","2015-07-07"
"Suits: Season 2: Rewind","2015-07-06"
"House of Cards: Season 2: Chapter 26","2015-07-03"
"Dicte: Season 1: Violence and Power - Part 2","2015-06-30"
"The Guardian: Season 1: Causality","2015-06-29"
"Longmire: Season 3: Reports of My Death","2015-06-27"
"Suits: Season 2: Sucker Punch","2015-06-25"
"Kevin Hart: Laugh at My Pain","2015-06-19"
"Kevin Hart: Seriously Funny","2015-06-19"
"Kevin Hart: Let Me Explain","2015-06-19"
"The Legend","2015-06-19"
"Longmire: Season 3: Wanted Man","2015-06-18"
"Suits: Season 2: All In","2015-06-12"
"Longmire: Season 3: In the Pines","2015-06-12"
"Dicte: Season 1: Violence and Power - Part 1","2015-06-02"
"Longmire: Season 3: Miss Cheyenne","2015-05-22"
"Suits: Season 2: Break Point","2015-05-21"
"Badges of Fury","2015-05-16"
"Fist of Legend","2015-05-16"
"The Defender","2015-05-16"
"Dicte: Season 1: Life and Body - Part 2","2015-05-15"
"Suits: Season 2: Discovery","2015-05-14"
"Longmire: Season 3: Of Children and Travelers","2015-05-13"
"Longmire: Season 3: The White Warrior","2015-05-05"
"Archer: Season 4: Once Bitten","2015-05-05"
"Archer: Season 4: Viscous Coupling","2015-05-05"
"Chris D'Elia: Incorrigible","2015-04-30"
"Archer: Season 4: Midnight Ron","2015-04-24"
"Suits: Season 2: Meet the New Boss","2015-04-24"
"Archer: Season 4: Legs","2015-04-24"
"Archer: Season 4: The Wind Cries Mary","2015-04-23"
"Archer: Season 4: Fugue and Riffs","2015-04-22"
"Archer: Season 3: Space Race, Part 2","2015-04-22"
"Archer: Season 3: Space Race, Part 1","2015-04-22"
"Archer: Season 3: Skin Game","2015-04-22"
"Archer: Season 3: Crossing Over","2015-04-22"
"Archer: Season 3: Bloody Ferlin","2015-04-22"
"Archer: Season 3: Lo Scandalo","2015-04-21"
"Archer: Season 3: Drift Problem","2015-04-21"
"Archer: Season 3: The Limited","2015-04-21"
"Archer: Season 3: El Contador","2015-04-21"
"Archer: Season 3: The Man from Jupiter","2015-04-21"
"Archer: Season 3: Heart of Archness, Part 3","2015-04-18"
"Archer: Season 3: Heart of Archness, Part 2","2015-04-18"
"Archer: Season 3: Heart of Archness, Part 1","2015-04-18"
"Taking Lives","2015-04-18"
"Sin City: A Dame to Kill For","2015-04-18"
"Archer: Season 2: Double Trouble","2015-04-17"
"Archer: Season 2: White Nights","2015-04-17"
"Archer: Season 2: Jeu Monégasque","2015-04-17"
"Archer: Season 2: El Secuestro","2015-04-16"
"Archer: Season 2: Placebo Effect","2015-04-16"
"Archer: Season 2: Stage Two","2015-04-15"
"Archer: Season 2: Movie Star","2015-04-15"
"Archer: Season 2: Tragical History","2015-04-15"
"Archer: Season 2: The Double Deuce","2015-04-15"
"Dicte: Season 1: Life and Body - Part 1","2015-04-14"
"Archer: Season 2: Pipeline Fever","2015-04-14"
"Archer: Season 2: Blood Test","2015-04-13"
"Archer: Season 2: A Going Concern","2015-04-12"
"Archer: Season 2: Swiss Miss","2015-04-11"
"Archer: Season 1: Dial M for Mother","2015-04-11"
"Archer: Season 1: Job Offer","2015-04-10"
"Archer: Season 1: The Rock","2015-04-10"
"The Guardian: Season 1: Home","2015-04-10"
"Suits: Season 2: The Choice","2015-04-10"
"Suits: Season 2: She Knows","2015-04-10"
"Archer: Season 1: Skytanic","2015-04-08"
"Archer: Season 1: Skorpio","2015-04-08"
"Archer: Season 1: Honeypot","2015-04-08"
"Dicte: Season 1: Hidden Defects - Part 2","2015-04-07"
"Archer: Season 1: Killing Utne","2015-04-06"
"Archer: Season 1: Diversity Hire","2015-04-06"
"Archer: Season 1: Training Day","2015-04-06"
"The Guardian: Season 1: Loyalties","2015-04-06"
"Bob's Burgers: Season 1: Human Flesh","2015-04-06"
"Archer: Season 1: Pilot: Mole Hunt","2015-04-06"
"Archer: Season 5: Archer Vice: Arrival / Departure","2015-04-06"
"Archer: Season 5: Archer Vice: Filibuster","2015-04-05"
"Archer: Season 5: Archer Vice: Palace Intrigue: Part II","2015-04-05"
"Archer: Season 5: Archer Vice: Palace Intrigue: Part I","2015-04-05"
"Archer: Season 5: Archer Vice: On The Carpet","2015-04-04"
"Archer: Season 5: Archer Vice: The Rules of Extraction","2015-04-04"
"Archer: Season 5: Archer Vice: Smugglers' Blues","2015-04-04"
"Archer: Season 5: Archer Vice: Baby Shower","2015-04-03"
"Archer: Season 5: Archer Vice: Southbound and Down","2015-04-03"
"Archer: Season 5: Archer Vice: House Call","2015-04-03"
"Covert Affairs: Season 1: Communication Breakdown","2015-04-03"
"Archer: Season 5: Archer Vice: A Debt of Honor","2015-04-02"
"Archer: Season 5: Archer Vice: A Kiss While Dying","2015-04-02"
"Archer: Season 5: Archer Vice: White Elephant","2015-04-02"
"Archer: Season 4: Sea Tunt: Part II","2015-04-01"
"The Guardian: Season 1: The Funnies","2015-03-31"
"Archer: Season 4: Sea Tunt: Part I","2015-03-31"
"Archer: Season 4: The Papal Chase","2015-03-30"
"Archer: Season 4: Un Chien Tangerine","2015-03-29"
"Archer: Season 4: The Honeymooners","2015-03-29"
"Archer: Season 4: Coyote Lovely","2015-03-29"
"Archer: Season 4: Live and Let Dine","2015-03-29"
"Dicte: Season 1: Hidden Defects - Part 1","2015-03-25"
"Suits: Season 1: Dog Fight","2015-03-24"
"The Guardian: Season 1: Heart","2015-03-24"
"Dicte: Season 1: Deductible - Part 2","2015-03-23"
"The Guardian: Season 1: Feeding Frenzy","2015-03-13"
"Dicte: Season 1: Deductible - Part 1","2015-03-11"
"Dicte: Season 1: Personal - Part 2","2015-03-08"
"The Guardian: Season 1: Indian Summer","2015-03-03"
"Once Upon a Time: Season 1: Fruit of the Poisonous Tree","2015-03-03"
"Suits: Season 1: Rules of the Game","2015-03-02"
"Longmire: Season 2: Bad Medicine","2015-02-28"
"The Guardian: Season 1: The Men from the Boys","2015-02-27"
"Covert Affairs: Season 1: Houses of the Holy","2015-02-24"
"Longmire: Season 2: A Good Death Is Hard to Find","2015-02-23"
"Longmire: Season 2: Natural Order","2015-02-10"
"The Fall: Series 2: The Perilous Edge of Battle","2015-02-08"
"Longmire: Season 2: Election Day","2015-02-08"
"Dicte: Season 1: Personal - Part 1","2015-02-05"
"The Fall: Series 2: The Mind is its Own Place","2015-02-03"
"Covert Affairs: Season 1: In the Light","2015-02-01"
"Suits: Season 1: The Shelf Life","2015-01-31"
"The Fall: Series 2: Beauty Hath Strange Power","2015-01-30"
"Longmire: Season 2: Tuscan Red","2015-01-28"
"The Guardian: Season 1: Lolita?","2015-01-28"
"The Fall: Series 2: Night Darkens the Street","2015-01-26"
"The Fall: Series 2: These Troublesome Disguises","2015-01-26"
"Once Upon a Time: Season 1: 7:15 A.M.","2015-01-22"
"Longmire: Season 2: The Great Spirit","2015-01-20"
"Suits: Season 1: Undefeated","2015-01-17"
"Once Upon a Time: Season 1: True North","2015-01-17"
"Longmire: Season 2: Sound and Fury","2015-01-17"
"The Guardian: Season 1: Paternity","2015-01-16"
"The 100: Season 1: Earth Skills","2015-01-16"
"The 100: Season 1: Pilot","2015-01-12"
"Downton Abbey: Series 1: Episode 1","2015-01-10"
"Suits: Season 1: Identity Crisis","2015-01-09"
"Canterbury's Law: The Complete Series: Pilot","2015-01-09"
"The Guardian: Season 1: Reunion","2015-01-09"
"Once Upon a Time: Season 1: Desperate Souls","2015-01-07"
"The Guardian: Season 1: Pilot","2015-01-07"
"Suits: Season 1: Play the Man","2015-01-03"
"Anna","2015-01-03"
"Longmire: Season 2: Tell It Slant","2015-01-02"
"Suits: Season 1: Tricks of the Trade","2014-12-20"
"The Mindy Project: Season 2: Danny Castellano Is My Personal Trainer","2014-12-13"
"Suits: Season 1: Bail Out","2014-12-10"
"Covert Affairs: Season 1: No Quarter","2014-12-10"
"Longmire: Season 2: Party's Over","2014-12-09"
"Once Upon a Time: Season 1: The Heart Is a Lonely Hunter","2014-12-08"
"Longmire: Season 2: The Road to Hell","2014-12-05"
"Suits: Season 1: Dirty Little Secrets","2014-12-02"
"Once Upon a Time: Season 1: The Shepherd","2014-12-02"
"Covert Affairs: Season 1: South Bound Suarez","2014-11-28"
"Suits: Season 1: Inside Track","2014-11-18"
"Covert Affairs: Season 1: Walter's Walk","2014-11-08"
"The Wolf of Wall Street","2014-11-07"
"Once Upon a Time: Season 1: That Still Small Voice","2014-11-06"
"Once Upon a Time: Season 1: The Price of Gold","2014-11-05"
"Longmire: Season 2: Death Came in Like Thunder","2014-11-03"
"Covert Affairs: Season 1: Pilot","2014-11-01"
"Suits: Season 1: Errors and Omissions","2014-10-31"
"Suits: Season 1: Pilot Part 1 & 2","2014-10-31"
"Wallander: Series 1: Sidetracked","2014-10-24"
"Cleanskin","2014-10-22"
"Oldboy","2014-10-22"
"Longmire: Season 2: Carcasses","2014-10-20"
"Once Upon a Time: Season 1: Snow Falls","2014-10-19"
"Jim Jefferies : BARE","2014-10-17"
"Jay Mohr: Funny For a Girl","2014-10-17"
"A Prophet","2014-10-17"
"Longmire: Season 2: Unquiet Mind","2014-10-15"
"Once Upon a Time: Season 1: The Thing You Love Most","2014-10-14"
"Once Upon a Time: Season 1: Pilot","2014-10-10"
"Breaking Bad: Season 2: Mandala","2014-10-07"
"Breaking Bad: Season 2: Over","2014-10-07"
"Mongol","2014-10-05"
"Longmire: Season 1: Unfinished Business","2014-10-04"
"Longmire: Season 1: Dogs, Horses and Indians","2014-09-29"
"Longmire: Season 1: An Incredibly Beautiful Thing","2014-09-29"
"Longmire: Season 1: 8 Seconds","2014-09-29"
"The Shield: Season 1: Pilot","2014-09-20"
"Inside: Pepsico","2014-09-20"
"Longmire: Season 1: The Worst Kind of Hunter","2014-09-18"
"Longmire: Season 1: Dog Soldier","2014-09-15"
"Longmire: Season 1: The Cancer","2014-09-13"
"Longmire: Season 1: A Damn Shame","2014-09-13"
"Longmire: Season 1: The Dark Road","2014-09-12"
"Longmire: Season 1: Pilot","2014-09-08"
"Good Morning, Vietnam","2014-09-03"
"Dragons' Den: Season 6: Episode 18","2014-09-02"
"Dragons' Den: Season 6: Episode 17","2014-09-01"
"Hell on Wheels: Season 1: Pride, Pomp and Circumstance","2014-08-29"
"Hell on Wheels: Season 1: Bread and Circuses","2014-08-29"
"Hell on Wheels: Season 1: Jamais je ne T'oublierai","2014-08-29"
"Hell on Wheels: Season 1: A New Birth of Freedom","2014-08-29"
"Hell on Wheels: Season 1: Immoral Mathematics","2014-08-29"
"Hell on Wheels: Season 1: Pilot","2014-08-29"
"Doctor Who: Season 1: Rose","2014-08-29"
"House of Cards: Season 1: Chapter 1","2014-08-28"
"Dragons' Den: Season 6: Episode 16","2014-08-26"
"Dragons' Den: Season 6: Episode 11","2014-08-22"
"Hell on Wheels: Season 3: Get Behind The Mule","2014-08-22"
"Hell on Wheels: Season 3: Fathers and Sins","2014-08-22"
"Hell on Wheels: Season 3: It Happened in Boston","2014-08-21"
"Dragons' Den: Season 6: Episode 9","2014-08-18"
"Hell on Wheels: Season 3: Cholera","2014-08-18"
"Hell on Wheels: Season 3: One Less Mule","2014-08-13"
"Dragons' Den: Season 6: Episode 3","2014-08-12"
"The Killing: Season 2: Keylela","2014-08-12"
"Hell on Wheels: Season 3: Searchers","2014-08-12"
"Hell on Wheels: Season 3: The Game","2014-08-11"
"Red vs. Blue: Volume 2: The Blood Gulch Chronicles: Vol. 2","2014-08-10"
"Hell on Wheels: Season 3: Range War","2014-08-08"
"How I Met Your Mother: Season 8: The Pre-Nup","2014-08-08"
"How I Met Your Mother: Season 7: Karma","2014-08-06"
"Hell on Wheels: Season 3: Eminent Domain","2014-08-06"
"How I Met Your Mother: Season 7: Tailgate","2014-08-05"
"How I Met Your Mother: Season 7: The Naked Truth","2014-08-04"
"Brooklyn Nine-Nine: Season 1: The Tagger","2014-08-04"
"Brooklyn Nine-Nine: Season 1: Pilot","2014-08-04"
"Hell on Wheels: Season 3: Big Bad Wolf","2014-08-04"
"The Bridge: Season 1: Episode 9","2014-07-24"
"The Bridge: Season 1: Episode 8","2014-07-18"
"The Bridge: Season 1: Episode 7","2014-07-16"
"The Bridge: Season 1: Episode 6","2014-07-14"
"House of Cards: Season 2: Chapter 25","2014-07-12"
"The Bridge: Season 1: Episode 5","2014-07-12"
"House of Cards: Season 2: Chapter 24","2014-07-11"
"House of Cards: Season 2: Chapter 23","2014-07-10"
"The Bridge: Season 1: Episode 4","2014-07-10"
"House of Cards: Season 2: Chapter 22","2014-07-07"
"Community: Season 1: Community","2014-07-06"
"House of Cards: Season 2: Chapter 21","2014-07-06"
"House of Cards: Season 2: Chapter 20","2014-07-04"
"The Bridge: Season 1: Episode 3","2014-07-03"
"The Bridge: Season 1: Episode 2","2014-07-03"
"The Bridge: Season 1: Episode 1","2014-07-03"
"House of Cards: Season 2: Chapter 19","2014-06-30"
"Chuck: Season 1: Pilot","2014-06-28"
"Fringe: Season 1: Pilot","2014-06-28"
"Runner Runner","2014-06-28"
"The Fall: Series 1: The Vast Abyss","2014-06-28"
"House of Cards: Season 2: Chapter 18","2014-06-27"
"House of Cards: Season 2: Chapter 17","2014-06-27"
"The Fall: Series 1: My Adventurous Song","2014-06-27"
"House of Cards: Season 2: Chapter 16","2014-06-26"
"The Fall: Series 1: Insolence & Wine","2014-06-25"
"The Fall: Series 1: Darkness Visible","2014-06-25"
"Orange Is the New Black: Season 1: Tall Men with Feelings","2014-06-23"
"House of Cards: Season 2: Chapter 15","2014-06-22"
"House of Cards: Season 2: Chapter 14","2014-06-20"
"Weeds: Season 5: Where the Sidewalk Ends","2014-06-20"
"Weeds: Season 5: A Modest Proposal","2014-06-18"
"Weeds: Season 5: Van Nuys","2014-06-12"
"Pain & Gain","2014-06-06"
"Weeds: Season 5: Super Lucky Happy","2014-06-06"
"Weeds: Season 5: Su-Su-Sucio","2014-06-03"
"Weeds: Season 5: Machetes Up Top","2014-05-20"
"Weeds: Season 5: Wonderful Wonderful","2014-05-15"
"An Inconvenient Truth","2014-05-14"
"Weeds: Season 4: If You Work for a Living, Why Do You Kill Yourself Working?","2014-05-08"
"Justified: Season 2: Bloody Harlan","2014-04-19"
"Justified: Season 2: Reckoning","2014-04-19"
"Justified: Season 2: Full Commitment","2014-04-16"
"Justified: Season 2: Debts and Accounts","2014-04-13"
"Justified: Season 2: Brother's Keeper","2014-04-11"
"Justified: Season 2: The Spoil","2014-04-10"
"Justified: Season 2: Save My Love","2014-04-10"
"Justified: Season 2: Blaze of Glory","2014-04-05"
"Justified: Season 2: Cottonmouth","2014-04-04"
"Justified: Season 2: For Blood or Money","2014-04-04"
"Justified: Season 2: The I of the Storm","2014-04-02"
"Justified: Season 2: The Life Inside","2014-04-01"
"Justified: Season 2: The Moonshine War","2014-03-28"
"Justified: Season 1: Bulletville","2014-03-28"
"Justified: Season 1: Fathers and Sons","2014-03-28"
"Justified: Season 1: Veterans","2014-03-19"
"Justified: Season 1: Hammer","2014-03-19"
"Weeds: Season 4: Till We Meet Again","2014-03-17"
"Justified: Season 1: Hatless","2014-03-17"
"Justified: Season 1: Blowback","2014-03-07"
"Weeds: Season 4: Head Cheese","2014-03-07"
"Justified: Season 1: Blind Spot","2014-03-07"
"Justified: Season 1: The Collection","2014-02-28"
"Weeds: Season 4: The Love Circle Overlap","2014-02-21"
"Justified: Season 1: The Lord of War and Thunder","2014-02-21"
"Justified: Season 1: Long in the Tooth","2014-02-19"
"Justified: Season 1: Fixer","2014-02-16"
"Arrested Development: Season 4: Colony Collapse","2014-02-16"
"Justified: Season 1: Riverbrook","2014-02-15"
"Justified: Season 1: Fire in the Hole","2014-02-15"
"Into the Blue","2014-02-15"
"Colombiana","2014-02-15"
"The Vow","2014-02-15"
"Weeds: Season 4: Little Boats","2014-02-14"
"Weeds: Season 4: I Am the Table","2014-02-12"
"Weeds: Season 4: Yes I Can","2014-02-08"
"Weeds: Season 4: Excellent Treasures","2014-02-06"
"Mr. D: Season 2: Gerry's Evaluation","2014-02-02"
"Weeds: Season 4: No Man Is Pudding","2014-01-31"
"Weeds: Season 4: The Three Coolers","2014-01-30"
"Weeds: Season 4: The Whole Blah Damn Thing","2014-01-25"
"Kevin Hart: I'm a Grown Little Man","2014-01-24"
"Inside: McDonald's","2014-01-24"
"Inside: Chipotle","2014-01-24"
"Olympus Has Fallen","2014-01-24"
"Weeds: Season 4: Lady's a Charm","2014-01-03"
"Remember Me","2013-12-27"
"Breaking Bad: Season 1: Pilot","2013-12-23"
"Orange Is the New Black: Season 1: Bora Bora Bora","2013-12-23"
"Orange Is the New Black: Season 1: F*cksgiving","2013-12-23"
"Orange Is the New Black: Season 1: Moscow Mule","2013-12-23"
"Orange Is the New Black: Season 1: Blood Donut","2013-12-23"
"Orange Is the New Black: Season 1: WAC Pack","2013-12-23"
"Orange Is the New Black: Season 1: The Chickening","2013-12-23"
"Orange Is the New Black: Season 1: Imaginary Enemies","2013-12-23"
"Orange Is the New Black: Season 1: Lesbian Request Denied","2013-12-23"
"Scandal: Season 2: White Hat's Back On","2013-12-23"
"Orange Is the New Black: Season 1: Tit Punch","2013-12-23"
"Orange Is the New Black: Season 1: I Wasn't Ready","2013-12-22"
"Eat Pray Love","2013-12-21"
"Blue Valentine","2013-12-21"
"Weeds: Season 4: Mother Thinks the Birds Are After Her","2013-12-19"
"Arrested Development: Season 1: My Mother, the Car","2013-12-16"
"Arrested Development: Season 1: In God We Trust","2013-12-16"
"Arrested Development: Season 1: Visiting Ours","2013-12-16"
"Arrested Development: Season 1: Charity Drive","2013-12-16"
"Arrested Development: Season 1: Key Decisions","2013-12-16"
"Arrested Development: Season 1: Bringing Up Buster","2013-12-16"
"Weeds: Season 3: Go","2013-12-16"
"Weeds: Season 3: Protection","2013-12-16"
"Arrested Development: Season 1: Top Banana","2013-12-10"
"Arrested Development: Season 1: Pilot","2013-12-10"
"The Change-Up","2013-12-08"
"The Next Three Days","2013-12-05"
"Cedar Rapids","2013-12-05"
"Bridesmaids","2013-12-04"
"Eternal Sunshine of the Spotless Mind","2013-11-30"
"Fat Kid Rules the World","2013-11-30"
"Weeds: Season 3: Risk","2013-11-27"
"Weeds: Season 3: The Dark Time","2013-11-21"
"Weeds: Season 3: Cankles","2013-11-19"
"Elite Squad","2013-11-15"
"Auschwitz: The Nazis and the Final Solution: Season 1: Surprising Beginnings","2013-11-15"
"Weeds: Season 3: Roy Till Called","2013-11-15"
"Saints and Soldiers","2013-11-14"
"Weeds: Season 3: Release the Hounds","2013-11-14"
"Black Hawk Down","2013-11-10"
"Patton","2013-11-10"
"Weeds: Season 3: The Two Mrs. Scottsons","2013-11-08"
"Weeds: Season 3: He Taught Me How to Drive-By","2013-11-06"
"Blue Gold: World Water Wars","2013-11-05"
"Weeds: Season 3: Bill Sussman","2013-11-05"
"Primal Fear","2013-11-04"
"Weeds: Season 3: Grasshopper","2013-11-04"
"The Queen of Versailles","2013-11-03"
"Weeds: Season 3: Sh*t Highway","2013-11-01"
"Following","2013-10-31"
"Flakes","2013-10-31"
"Weeds: Season 3: The Brick Dance","2013-10-31"
"Weeds: Season 3: A Pool and His Money","2013-10-27"
"Sherlock: Series 1: A Study in Pink","2013-10-25"
"Under Fire: Journalists in Combat","2013-10-23"
"The Last Days","2013-10-23"
"Weeds: Season 3: Doing the Backstroke","2013-10-18"
"Weeds: Season 2: Pittsburgh","2013-10-17"
"Weeds: Season 2: Yeah, Just Like Tomatoes","2013-10-16"
"Weeds: Season 2: Mile Deep and a Foot Wide","2013-10-15"
"Weeds: Season 2: Bash","2013-10-11"
"Our Idiot Brother","2013-10-10"
"Weeds: Season 2: MILF Money","2013-10-08"
"Weeds: Season 2: Must Find Toes","2013-10-02"
"The Walking Dead: Season 1: TS-19","2013-09-30"
"Weeds: Season 2: Crush Girl Love Panic","2013-09-28"
"Seven Wonders of the Industrial World: The Great Ship","2013-09-27"
"Petropolis: Aerial Perspectives on the Alberta Tar Sands","2013-09-27"
"Maxed Out","2013-09-27"
"Henry's Crime","2013-09-27"
"The Guilt Trip","2013-09-27"
"THE WAY BACK","2013-09-27"
"30 Minutes or Less","2013-09-27"
"Weeds: Season 2: Mrs. Botwin's Neighborhood","2013-09-26"
"Weeds: Season 2: A.K.A. the Plant","2013-09-26"
"The Walking Dead: Season 1: Wildfire","2013-09-23"
"The Walking Dead: Season 1: Vatos","2013-09-23"
"The Walking Dead: Season 1: Tell It to the Frogs","2013-09-23"
"The Walking Dead: Season 1: Guts","2013-09-23"
"The Walking Dead: Season 1: Days Gone Bye","2013-09-21"
"Life of Pi","2013-09-21"
"Get the Gringo","2013-09-20"
"Weeds: Season 2: Last Tango in Agrestic","2013-09-19"
"Weeds: Season 2: Cooking with Jesus","2013-09-19"
"Weeds: Season 2: Corn Snake","2013-09-18"
"Weeds: Season 1: The Godmother","2013-09-17"
"Weeds: Season 1: The Punishment Lighter","2013-09-16"
"Knight and Day","2013-09-15"
"Youth in Revolt","2013-09-14"
"It's a Disaster","2013-09-14"
"Taken 2","2013-09-13"
"Crazy, Stupid, Love","2013-09-13"
"House of Lies: Season 1: Amsterdam","2013-09-13"
"Weeds: Season 1: The Punishment Light","2013-09-09"
"Failure to Launch","2013-09-08"
"How to Lose a Guy in 10 Days","2013-09-08"
"Breaking Bad: Season 3: I See You","2013-09-06"
"Breaking Bad: Season 3: One Minute","2013-09-06"
"Breaking Bad: Season 3: Sunset","2013-09-06"
"I Now Pronounce You Chuck and Larry","2013-09-06"
"Breaking Bad: Season 3: Mas","2013-09-05"
"Breaking Bad: Season 3: Green Light","2013-09-05"
"Searching for Sugar Man","2013-09-05"
"Hell on Wheels: Season 2: Blood Moon Rising","2013-09-05"
"Meet the Fockers","2013-09-05"
"Breaking Bad: Season 3: I.F.T.","2013-09-05"
"The Slammin' Salmon","2013-09-04"
"House of Lies: Season 1: Gods of Dangerous Financial Instruments","2013-09-04"
"Serving Life","2013-09-04"
"Breaking Bad: Season 3: Caballo Sin Nombre","2013-09-04"
"Breaking Bad: Season 3: No Más","2013-09-04"
"Hell on Wheels: Season 2: Blood Moon","2013-09-03"
"The Social Network","2013-09-02"
"Breaking Bad: Season 2: ABQ","2013-09-02"
"Breaking Bad: Season 2: Phoenix","2013-09-02"
"Jackie Brown","2013-09-01"
"Chasing Mavericks","2013-08-31"
"Extract","2013-08-27"
"Orange County","2013-08-27"
"Breaking Bad: Season 2: 4 Days Out","2013-08-27"
"Hell on Wheels: Season 2: The Lord's Day","2013-08-27"
"Bowling for Columbine","2013-08-26"
"Big River Man","2013-08-25"
"Freaks and Geeks: Season 1: Tricks and Treats","2013-08-25"
"Saturday Night Live: The Best of Will Ferrell: Vol. 2","2013-08-25"
"The Other Guys","2013-08-25"
"Hell on Wheels: Season 2: The White Spirit","2013-08-24"
"House of Cards: Season 1: Chapter 13","2013-08-23"
"The Hurt Locker","2013-08-23"
"Batman","2013-08-23"
"Pirate Radio","2013-08-22"
"Friends with Benefits","2013-08-22"
"House of Cards: Season 1: Chapter 12","2013-08-22"
"House of Cards: Season 1: Chapter 11","2013-08-22"
